Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
1163,CME_MINI:MNQ1!,5,71.5,-121.5,193,39.13,38.64,39.58,1.02,0.94,1.09,847.5,"191,850.00",92,44,48,0,0,0,0.78,-2.76,4.02,120.97,121.09,120.87,79.32,83.85,75.13,160,160,160,133.5,133.5,124.5,45,10,Close,100,160,260,,,,,,,,,,,
1164,CME_MINI:MNQ1!,5,37.5,-121.5,159,39.13,38.64,39.58,1.01,0.94,1.08,881.5,"191,850.00",92,44,48,0,0,0,0.41,-2.76,3.31,120.03,121.09,119.08,79.32,83.85,75.13,160,160,160,133.5,133.5,124.5,50,10,Close,100,160,260,,,,,,,,,,,
1730,CME_MINI:MNQ1!,5,100.5,-121.5,222,32.63,30,35.56,1.03,0.94,1.12,814,"191,850.00",95,50,45,0,0,0,1.06,-2.43,4.93,128.13,131.5,124.97,61.45,61.59,61.29,160,160,160,130,124,130,20,40,Close,110,80,320,,,,,,,,,,,
1074,CME_MINI:MNQ1!,5,61.5,-122,183.5,40.7,40,41.46,1.02,0.95,1.1,792,"191,850.00",86,45,41,0,0,0,0.72,-2.71,4.48,116.56,117.56,115.5,78.78,82.89,74.17,160,160,160,164,164,133.5,40,40,Close,90,160,260,,,,,,,,,,,
1184,CME_MINI:MNQ1!,5,61.5,-122,183.5,40.7,40,41.46,1.02,0.95,1.1,792,"191,850.00",86,45,41,0,0,0,0.72,-2.71,4.48,116.56,117.56,115.5,78.78,82.89,74.17,160,160,160,164,164,133.5,40,40,Close,100,160,260,,,,,,,,,,,
422,CME_MINI:MNQ1!,5,104.5,-122.5,227,31.71,29.27,34.15,1.03,0.93,1.14,729.5,"191,850.00",82,41,41,0,0,0,1.27,-2.99,5.54,133.08,138.46,128.46,59.92,61.52,58.2,160,160,160,109.5,109.5,93.5,25,55,Close,110,80,260,,,,,,,,,,,
827,CME_MINI:MNQ1!,5,471,-123,594,39.18,36.17,42,1.12,0.94,1.33,574.5,"191,850.00",97,47,50,0,0,0,4.86,-2.62,11.88,118.55,122.71,115.19,70.77,73.63,67.59,160,160,160,150,113.5,150,15,10,Close,110,120,260,,,,,,,,,,,
196,CME_MINI:MNQ1!,5,585.5,-124,709.5,37.04,32.56,42.11,1.19,0.93,1.54,392.5,"191,850.00",81,43,38,0,0,0,7.23,-2.88,18.67,124.88,123.68,125.94,61.98,63.98,59.34,160,160,160,124,124,82,50,40,Close,90,80,260,,,,,,,,,,,
306,CME_MINI:MNQ1!,5,585.5,-124,709.5,37.04,32.56,42.11,1.19,0.93,1.54,392.5,"191,850.00",81,43,38,0,0,0,7.23,-2.88,18.67,124.88,123.68,125.94,61.98,63.98,59.34,160,160,160,124,124,82,50,40,Close,100,80,260,,,,,,,,,,,
77,CME_MINI:MNQ1!,5,371,-126,497,34.94,31.91,38.89,1.11,0.94,1.38,412.5,"191,850.00",83,47,36,0,0,0,4.47,-2.68,13.81,127.38,126.1,128.75,62.7,65.08,59.34,160,160,160,124,124,82,60,25,Close,80,80,260,,,,,,,,,,,
532,CME_MINI:MNQ1!,5,-13,-127,114,34.88,34.09,35.71,1,0.94,1.06,924.5,"191,850.00",86,44,42,0,0,0,-0.15,-2.89,2.71,129.82,132.6,127.03,69.78,72.97,66.35,160,160,160,129.5,129.5,113.5,25,55,Close,80,120,260,,,,,,,,,,,
977,CME_MINI:MNQ1!,5,281,-127.5,408.5,37.14,35.14,39.39,1.09,0.93,1.3,597,"191,850.00",70,37,33,0,0,0,4.01,-3.45,12.38,136.65,138.73,134.58,74.36,80.46,67.05,160,160,160,149.5,149.5,110,50,55,Close,80,160,260,,,,,,,,,,,
846,CME_MINI:MNQ1!,5,345.5,-128.5,474,37.8,35.56,40.54,1.1,0.94,1.33,455.5,"191,850.00",82,45,37,0,0,0,4.21,-2.86,12.81,126.16,125.72,126.63,71.31,76.43,64.8,160,160,160,144,144,102,55,25,Close,110,120,260,,,,,,,,,,,
1084,CME_MINI:MNQ1!,5,34.5,-129.5,164,37.66,36.59,38.89,1.01,0.94,1.1,647.5,"191,850.00",77,41,36,0,0,0,0.45,-3.16,4.56,129.12,133.67,124.25,77.29,82.1,71.61,160,160,160,149.5,149.5,133.5,35,55,Close,90,160,260,,,,,,,,,,,
1194,CME_MINI:MNQ1!,5,34.5,-129.5,164,37.66,36.59,38.89,1.01,0.94,1.1,647.5,"191,850.00",77,41,36,0,0,0,0.45,-3.16,4.56,129.12,133.67,124.25,77.29,82.1,71.61,160,160,160,149.5,149.5,133.5,35,55,Close,100,160,260,,,,,,,,,,,
459,CME_MINI:MNQ1!,5,-140,-130,-10,28.97,28.81,29.17,0.97,0.95,0.99,"1,200.00","191,850.00",107,59,48,0,0,0,-1.31,-2.2,-0.21,140.65,140.59,140.71,60,60,60,160,160,160,60,60,60,45,25,Touch,80,120,260,,,,,,,,,,,
564,CME_MINI:MNQ1!,5,-780,-130,-650,26.61,28.99,23.64,0.86,0.96,0.74,"1,515.50","191,850.00",124,69,55,0,0,0,-6.29,-1.88,-11.82,140,140.5,139.23,60,60,60,160,160,160,60,60,60,20,25,Touch,90,120,260,,,,,,,,,,,
1822,CME_MINI:MNQ1!,5,474,-131.5,605.5,37,35.42,38.46,1.11,0.94,1.28,683.5,"191,850.00",100,48,52,0,0,0,4.74,-2.74,11.64,134.62,129.44,139.03,72.69,75.23,70.16,160.5,160,160.5,113.5,113.5,112.5,40,10,Close,80,120,320,,,,,,,,,,,
181,CME_MINI:MNQ1!,5,229,-132.5,361.5,36.36,32.73,40.91,1.06,0.94,1.22,650,"191,850.00",99,55,44,0,0,0,2.31,-2.41,8.22,116.47,121.42,111.53,63.94,64.39,63.31,160,160,160,130,124,130,30,25,Close,90,80,260,,,,,,,,,,,
291,CME_MINI:MNQ1!,5,229,-132.5,361.5,36.36,32.73,40.91,1.06,0.94,1.22,650,"191,850.00",99,55,44,0,0,0,2.31,-2.41,8.22,116.47,121.42,111.53,63.94,64.39,63.31,160,160,160,130,124,130,30,25,Close,100,80,260,,,,,,,,,,,
401,CME_MINI:MNQ1!,5,229,-132.5,361.5,36.36,32.73,40.91,1.06,0.94,1.22,650,"191,850.00",99,55,44,0,0,0,2.31,-2.41,8.22,116.47,121.42,111.53,63.94,64.39,63.31,160,160,160,130,124,130,30,25,Close,110,80,260,,,,,,,,,,,
82,CME_MINI:MNQ1!,5,251,-134,385,36.17,32.65,40,1.07,0.93,1.23,733,"191,850.00",94,49,45,0,0,0,2.67,-2.73,8.56,116.97,119.25,114.94,62.1,61.88,62.37,160,160,160,130,124,130,30,40,Close,80,80,260,,,,,,,,,,,
522,CME_MINI:MNQ1!,5,31,-134,165,38.3,36.73,40,1.01,0.94,1.09,"1,053.00","191,850.00",94,49,45,0,0,0,0.33,-2.73,3.67,117.4,119.86,114.94,72.34,73.92,70.52,160,160,160,150,144,150,30,40,Close,80,120,260,,,,,,,,,,,
391,CME_MINI:MNQ1!,5,408,-138,546,34.41,31.82,36.73,1.11,0.93,1.32,546.5,"191,850.00",93,44,49,0,0,0,4.39,-3.14,11.14,124.81,125.68,124.14,61.83,65.43,58.22,160,160,160,93.5,93.5,82,35,10,Close,110,80,260,,,,,,,,,,,
674,CME_MINI:MNQ1!,5,-850,-140,-710,26.23,28.79,23.21,0.84,0.95,0.72,"1,585.50","191,850.00",122,66,56,0,0,0,-6.97,-2.12,-12.68,140.31,141.05,139.23,60,60,60,160,160,160,60,60,60,20,25,Touch,100,120,260,,,,,,,,,,,
1505,CME_MINI:MNQ1!,5,940.5,-142,"1,082.50",37.65,32.61,43.59,1.28,0.93,1.83,335,"191,850.00",85,46,39,0,0,0,11.06,-3.09,27.76,134.45,127.63,140.47,63.43,66.34,59.34,160.5,160,160.5,124,124,82,50,25,Close,90,80,320,,,,,,,,,,,
1615,CME_MINI:MNQ1!,5,940.5,-142,"1,082.50",37.65,32.61,43.59,1.28,0.93,1.83,335,"191,850.00",85,46,39,0,0,0,11.06,-3.09,27.76,134.45,127.63,140.47,63.43,66.34,59.34,160.5,160,160.5,124,124,82,50,25,Close,100,80,320,,,,,,,,,,,
1841,CME_MINI:MNQ1!,5,-18.5,-142,123.5,34.38,33.33,35.56,1,0.94,1.06,"1,284.00","191,850.00",96,51,45,0,0,0,-0.19,-2.78,2.74,135.3,135.15,135.47,72.31,73.92,70.48,160,160,160,150,144,150,25,40,Close,80,120,320,,,,,,,,,,,
76,CME_MINI:MNQ1!,5,451,-143,594,35.71,31.91,40.54,1.14,0.93,1.45,392.5,"191,850.00",84,47,37,0,0,0,5.37,-3.04,16.05,126.37,126.1,126.63,63.02,65.63,59.34,160,160,160,124,124,82,55,25,Close,80,80,260,,,,,,,,,,,
828,CME_MINI:MNQ1!,5,629,-146.5,775.5,40,35.56,44,1.16,0.93,1.44,525.5,"191,850.00",95,45,50,0,0,0,6.62,-3.26,15.51,119.99,127.06,114.84,71.46,75.16,67.35,160,160,160,150,113.5,150,20,10,Close,110,120,260,,,,,,,,,,,
612,CME_MINI:MNQ1!,5,176.5,-149,325.5,37.23,35.56,38.78,1.04,0.93,1.17,785,"191,850.00",94,45,49,0,0,0,1.88,-3.31,6.64,121.54,122.34,120.87,71.54,75.23,67.97,160,160,160,113.5,113.5,107.5,40,10,Close,90,120,260,,,,,,,,,,,
722,CME_MINI:MNQ1!,5,284,-149,433,37.63,35.56,39.58,1.07,0.93,1.23,677.5,"191,850.00",93,45,48,0,0,0,3.05,-3.31,9.02,121.54,122.34,120.87,70.89,75.23,66.55,160,160,160,113.5,113.5,104.5,40,10,Close,100,120,260,,,,,,,,,,,
680,CME_MINI:MNQ1!,5,-40,-150,110,29.29,28.3,30.43,0.99,0.93,1.06,"1,080.00","191,850.00",99,53,46,0,0,0,-0.4,-2.83,2.39,141.38,142,140.71,60,60,60,160,160,160,60,60,60,50,25,Touch,100,120,260,,,,,,,,,,,
180,CME_MINI:MNQ1!,5,154,-151,305,35.35,32.14,39.53,1.04,0.94,1.19,859,"191,850.00",99,56,43,0,0,0,1.56,-2.7,7.09,117.71,121.42,113.79,62.95,63.15,62.67,160,160,160,130,124,130,25,25,Close,90,80,260,,,,,,,,,,,
58,CME_MINI:MNQ1!,5,326,-152,478,35.29,31.25,38.89,1.08,0.93,1.24,662.5,"191,850.00",102,48,54,0,0,0,3.2,-3.17,8.85,120.94,127.97,115.93,62.94,62.77,63.11,160,160,160,130,93.5,130,20,10,Close,80,80,260,,,,,,,,,,,
1818,CME_MINI:MNQ1!,5,636,-152,788,37.25,33.33,40.74,1.14,0.94,1.37,742.5,"191,850.00",102,48,54,0,0,0,6.24,-3.17,14.59,136.57,140.19,133.93,73.44,74.84,71.95,160,160,160,150,113.5,150,20,10,Close,80,120,320,,,,,,,,,,,
519,CME_MINI:MNQ1!,5,-566,-152.5,-413.5,35.92,37.74,34,0.88,0.94,0.82,"1,492.50","191,850.00",103,53,50,0,0,0,-5.5,-2.88,-8.27,112.23,111.93,112.59,73.73,74.72,72.73,160,160,160,150,144,150,15,40,Close,80,120,260,,,,,,,,,,,
629,CME_MINI:MNQ1!,5,-673,-152.5,-520.5,35.29,37.74,32.65,0.86,0.94,0.78,"1,599.50","191,850.00",102,53,49,0,0,0,-6.6,-2.88,-10.62,112.38,111.93,112.94,73.73,74.72,72.73,160,160,160,150,144,150,15,40,Close,90,120,260,,,,,,,,,,,
739,CME_MINI:MNQ1!,5,-554,-152.5,-401.5,35.64,37.74,33.33,0.88,0.94,0.82,"1,480.50","191,850.00",101,53,48,0,0,0,-5.49,-2.88,-8.36,112.38,111.93,112.94,73.01,74.72,71.24,160,160,160,150,144,150,15,40,Close,100,120,260,,,,,,,,,,,
518,CME_MINI:MNQ1!,5,-722.5,-157,-565.5,35.58,37.74,33.33,0.85,0.93,0.76,"1,642.50","191,850.00",104,53,51,0,0,0,-6.95,-2.96,-11.09,110.15,111.75,108.26,73.82,74.75,72.91,160,160,160,150,144,150,10,40,Close,80,120,260,,,,,,,,,,,
628,CME_MINI:MNQ1!,5,-829.5,-157,-672.5,34.95,37.74,32,0.83,0.93,0.72,"1,749.50","191,850.00",103,53,50,0,0,0,-8.05,-2.96,-13.45,110.24,111.75,108.34,73.82,74.75,72.91,160,160,160,150,144,150,10,40,Close,90,120,260,,,,,,,,,,,
738,CME_MINI:MNQ1!,5,-710.5,-157,-553.5,35.29,37.74,32.65,0.85,0.93,0.76,"1,630.50","191,850.00",102,53,49,0,0,0,-6.97,-2.96,-11.3,110.24,111.75,108.34,73.11,74.75,71.47,160,160,160,150,144,150,10,40,Close,100,120,260,,,,,,,,,,,
1272,CME_MINI:MNQ1!,5,160.5,-157,317.5,39.56,38.64,40.43,1.04,0.93,1.16,723,"191,850.00",91,44,47,0,0,0,1.76,-3.57,6.76,120.97,121.09,120.87,79.14,85.21,73.3,160,160,160,133.5,133.5,122,40,10,Close,110,160,260,,,,,,,,,,,
193,CME_MINI:MNQ1!,5,447,-160,607,37.5,32.61,42.86,1.13,0.92,1.42,458,"191,850.00",88,46,42,0,0,0,5.08,-3.48,14.45,116.64,118.8,114.83,61.85,62.65,60.83,160,160,160,124,124,93.5,35,40,Close,90,80,260,,,,,,,,,,,
303,CME_MINI:MNQ1!,5,447,-160,607,37.5,32.61,42.86,1.13,0.92,1.42,458,"191,850.00",88,46,42,0,0,0,5.08,-3.48,14.45,116.64,118.8,114.83,61.85,62.65,60.83,160,160,160,124,124,93.5,35,40,Close,100,80,260,,,,,,,,,,,
575,CME_MINI:MNQ1!,5,"-1,200.00",-160,"-1,040.00",24.32,28.33,19.61,0.76,0.94,0.57,"1,574.50","191,850.00",111,60,51,0,0,0,-10.81,-2.67,-20.39,140,142.35,136,60,60,60,160,160,160,60,60,60,20,40,Touch,90,120,260,,,,,,,,,,,
936,CME_MINI:MNQ1!,5,473.5,-162,635.5,41.9,39.22,44.44,1.1,0.94,1.3,820,"191,850.00",105,51,54,0,0,0,4.51,-3.18,11.77,119.43,123.4,116.13,81.04,84.84,76.84,160,160,160,170,133.5,170,10,10,Close,80,160,260,,,,,,,,,,,
1401,CME_MINI:MNQ1!,5,221.5,-162,383.5,32.29,29.41,35.56,1.06,0.92,1.21,878.5,"191,850.00",96,51,45,0,0,0,2.31,-3.18,8.52,134.05,132.53,135.47,61.47,61.43,61.52,160,160,160,130,124,130,25,40,Close,80,80,320,,,,,,,,,,,
1381,CME_MINI:MNQ1!,5,701.5,-162.5,864,34.31,31.25,37.04,1.17,0.92,1.44,492.5,"191,850.00",102,48,54,0,0,0,6.88,-3.39,16,135.99,129.5,140.85,62.43,63.79,61.03,160.5,160,160.5,93.5,93.5,92.5,35,10,Close,80,80,320,,,,,,,,,,,
85,CME_MINI:MNQ1!,5,484,-164.5,648.5,36.9,33.33,41.03,1.15,0.91,1.47,392.5,"191,850.00",84,45,39,0,0,0,5.76,-3.66,16.63,121.23,116.2,125.94,61.77,63.58,59.41,160,160,160,124,124,82,45,40,Close,80,80,260,,,,,,,,,,,
973,CME_MINI:MNQ1!,5,141.5,-165.5,307,38.55,36.36,41.03,1.04,0.93,1.19,788.5,"191,850.00",83,44,39,0,0,0,1.7,-3.76,7.87,128.55,134.31,122.78,77.88,82.66,72.07,160,160,160,149.5,149.5,133.5,30,55,Close,80,160,260,,,,,,,,,,,
92,CME_MINI:MNQ1!,5,167,-167,334,32.56,29.55,35.71,1.05,0.91,1.21,544.5,"191,850.00",86,44,42,0,0,0,1.94,-3.8,7.95,130.18,133.81,127.03,59.97,61.5,58.2,160,160,160,109.5,109.5,93.5,25,55,Close,80,80,260,,,,,,,,,,,
1056,CME_MINI:MNQ1!,5,-175.5,-174.5,-1,38.04,37.21,38.78,0.96,0.92,1,"1,096.50","191,850.00",92,43,49,0,0,0,-1.91,-4.06,-0.02,122.43,128.34,117.45,81.1,85.69,76.98,160,160,160,164,164,127.5,60,10,Close,90,160,260,,,,,,,,,,,
1166,CME_MINI:MNQ1!,5,-115,-174.5,59.5,37.78,37.21,38.3,0.97,0.92,1.03,"1,036.00","191,850.00",90,43,47,0,0,0,-1.28,-4.06,1.27,124.06,128.34,120.25,80.24,85.69,75.18,160,160,160,164,164,124.5,60,10,Close,100,160,260,,,,,,,,,,,
860,CME_MINI:MNQ1!,5,-372.5,-175.5,-197,32.95,33.33,32.61,0.91,0.91,0.91,"1,345.50","191,850.00",88,42,46,0,0,0,-4.23,-4.18,-4.28,130.31,134.11,126.77,71.58,73.32,69.95,160,160,160,135,129.5,135,15,55,Close,110,120,260,,,,,,,,,,,
86,CME_MINI:MNQ1!,5,533.5,-176,709.5,36.59,31.82,42.11,1.17,0.91,1.54,392.5,"191,850.00",82,44,38,0,0,0,6.51,-4,18.67,124.88,123.68,125.94,61.79,63.58,59.34,160,160,160,124,124,82,50,40,Close,80,80,260,,,,,,,,,,,
830,CME_MINI:MNQ1!,5,533,-176,709,38.71,34.78,42.55,1.14,0.92,1.42,666,"191,850.00",93,46,47,0,0,0,5.73,-3.83,15.09,123.01,127.06,119.78,72.14,76.17,67.46,160,160,160,150,113.5,150,30,10,Close,110,120,260,,,,,,,,,,,
409,CME_MINI:MNQ1!,5,-448.5,-177,-271.5,32,32.69,31.25,0.89,0.91,0.86,"1,135.00","191,850.00",100,52,48,0,0,0,-4.49,-3.4,-5.66,112.08,112.03,112.13,61.14,61.22,61.05,160,160,160,130,124,130,15,40,Close,110,80,260,,,,,,,,,,,
289,CME_MINI:MNQ1!,5,24.5,-178.5,203,35.35,32.73,38.64,1.01,0.92,1.12,860,"191,850.00",99,55,44,0,0,0,0.25,-3.25,4.61,115.89,120.56,110.94,63.99,65.24,62.33,160,160,160,130,124,130,20,25,Close,100,80,260,,,,,,,,,,,
399,CME_MINI:MNQ1!,5,24.5,-178.5,203,35.35,32.73,38.64,1.01,0.92,1.12,860,"191,850.00",99,55,44,0,0,0,0.25,-3.25,4.61,115.89,120.56,110.94,63.99,65.24,62.33,160,160,160,130,124,130,20,25,Close,110,80,260,,,,,,,,,,,
171,CME_MINI:MNQ1!,5,194,-180,374,33.33,31.11,35.29,1.05,0.91,1.2,610,"191,850.00",96,45,51,0,0,0,2.02,-4,7.33,124.81,125.68,124.14,62.3,64.65,60.02,160,160,160,93.5,93.5,87.5,35,10,Close,90,80,260,,,,,,,,,,,
281,CME_MINI:MNQ1!,5,281.5,-180,461.5,33.68,31.11,36,1.08,0.91,1.26,546.5,"191,850.00",95,45,50,0,0,0,2.96,-4,9.23,124.81,125.68,124.14,61.88,64.65,59.1,160,160,160,93.5,93.5,84.5,35,10,Close,100,80,260,,,,,,,,,,,
462,CME_MINI:MNQ1!,5,-150,-180,30,28.42,27.78,29.27,0.96,0.92,1.02,"1,020.00","191,850.00",95,54,41,0,0,0,-1.58,-3.33,0.73,143.33,144,142.5,60,60,60,160,160,160,60,60,60,60,25,Touch,80,120,260,,,,,,,,,,,
408,CME_MINI:MNQ1!,5,-585,-181.5,-403.5,31.68,32.69,30.61,0.86,0.91,0.8,"1,265.00","191,850.00",101,52,49,0,0,0,-5.79,-3.49,-8.23,109.67,111.82,107.23,61.11,61.25,60.97,160,160,160,130,124,130,10,40,Close,110,80,260,,,,,,,,,,,
1287,CME_MINI:MNQ1!,5,75.5,-181.5,257,38.27,37.78,38.89,1.02,0.92,1.17,784,"191,850.00",81,45,36,0,0,0,0.93,-4.03,7.14,127.21,125.94,128.75,78.94,86.02,70.25,160,160,160,164,164,122,60,25,Close,110,160,260,,,,,,,,,,,
1295,CME_MINI:MNQ1!,5,186.5,-182,368.5,40.24,39.53,41.03,1.05,0.92,1.22,693.5,"191,850.00",82,43,39,0,0,0,2.27,-4.23,9.45,121.44,117.21,125.94,77.98,83.63,71.59,160,160,160,164,164,122,45,40,Close,110,160,260,,,,,,,,,,,
1049,CME_MINI:MNQ1!,5,263.5,-183,446.5,40.21,36.96,43.14,1.06,0.92,1.21,861,"191,850.00",97,46,51,0,0,0,2.72,-3.98,8.75,120.49,125.53,116.59,80.65,82.75,78.46,160,160,160,170,133.5,170,25,10,Close,90,160,260,,,,,,,,,,,
1159,CME_MINI:MNQ1!,5,391,-183,574,40.63,36.96,44,1.09,0.92,1.29,733.5,"191,850.00",96,46,50,0,0,0,4.07,-3.98,11.48,120.49,125.53,116.59,79.78,82.75,76.58,160,160,160,170,133.5,170,25,10,Close,100,160,260,,,,,,,,,,,
62,CME_MINI:MNQ1!,5,191,-184.5,375.5,34,31.25,36.54,1.05,0.91,1.19,539.5,"191,850.00",100,48,52,0,0,0,1.91,-3.84,7.22,122.72,122.93,122.55,62.21,63.39,61.03,160,160,160,93.5,93.5,92.5,40,10,Close,80,80,260,,,,,,,,,,,
71,CME_MINI:MNQ1!,5,284,-184.5,468.5,36.63,32.14,42.22,1.07,0.92,1.28,702,"191,850.00",101,56,45,0,0,0,2.81,-3.29,10.41,116.22,121.42,111.29,63.75,64.05,63.31,160,160,160,130,124,130,30,25,Close,80,80,260,,,,,,,,,,,
607,CME_MINI:MNQ1!,5,78,-185,263,37.62,35.42,39.62,1.02,0.92,1.12,878.5,"191,850.00",101,48,53,0,0,0,0.77,-3.85,4.96,118.55,122.71,115.19,72.57,73.26,71.87,160,160,160,150,113.5,150,15,10,Close,90,120,260,,,,,,,,,,,
717,CME_MINI:MNQ1!,5,304.5,-185,489.5,38.38,35.42,41.18,1.07,0.92,1.25,652,"191,850.00",99,48,51,0,0,0,3.08,-3.85,9.6,118.55,122.71,115.19,71.19,73.26,68.91,160,160,160,150,113.5,150,15,10,Close,100,120,260,,,,,,,,,,,
89,CME_MINI:MNQ1!,5,-148.5,-188.5,40,32.29,30.43,34,0.96,0.9,1.02,986,"191,850.00",96,46,50,0,0,0,-1.55,-4.1,0.8,121.5,126.82,117.12,61.17,61.38,60.97,160,160,160,115,109.5,115,10,55,Close,80,80,260,,,,,,,,,,,
199,CME_MINI:MNQ1!,5,-255.5,-188.5,-67,31.58,30.43,32.65,0.93,0.9,0.97,"1,093.00","191,850.00",95,46,49,0,0,0,-2.69,-4.1,-1.37,121.98,126.82,117.75,61.17,61.38,60.97,160,160,160,115,109.5,115,10,55,Close,90,80,260,,,,,,,,,,,
309,CME_MINI:MNQ1!,5,-160,-188.5,28.5,31.91,30.43,33.33,0.96,0.9,1.02,997.5,"191,850.00",94,46,48,0,0,0,-1.7,-4.1,0.59,121.98,126.82,117.75,60.63,61.38,59.85,160,160,160,115,109.5,115,10,55,Close,100,80,260,,,,,,,,,,,
837,CME_MINI:MNQ1!,5,-281.5,-188.5,-93,38.24,36.54,40,0.94,0.92,0.96,"1,332.00","191,850.00",102,52,50,0,0,0,-2.76,-3.63,-1.86,109.45,120.47,98.98,73.39,77.42,69.08,160,160,160,150,144,150,10,25,Close,110,120,260,,,,,,,,,,,
454,CME_MINI:MNQ1!,5,-830,-190,-640,26.56,28.57,24.14,0.85,0.94,0.75,"1,505.50","191,850.00",128,70,58,0,0,0,-6.48,-2.71,-11.03,139.71,140.5,138.57,60,60,60,160,160,160,60,60,60,20,25,Touch,80,120,260,,,,,,,,,,,
523,CME_MINI:MNQ1!,5,362,-192,554,40,36.17,44.19,1.09,0.91,1.34,668.5,"191,850.00",90,47,43,0,0,0,4.02,-4.09,12.88,116.82,119.5,114.42,71.18,74.12,67.5,160,160,160,144,144,113.5,35,40,Close,80,120,260,,,,,,,,,,,
1400,CME_MINI:MNQ1!,5,167,-192,359,32.99,29.41,36.96,1.04,0.91,1.2,884.5,"191,850.00",97,51,46,0,0,0,1.72,-3.76,7.8,128.41,131.5,125.68,61.59,61.84,61.29,160,160,160,130,124,130,20,40,Close,80,80,320,,,,,,,,,,,
1510,CME_MINI:MNQ1!,5,30,-192,222,32.29,29.41,35.56,1.01,0.91,1.12,884.5,"191,850.00",96,51,45,0,0,0,0.31,-3.76,4.93,128.13,131.5,124.97,61.59,61.84,61.29,160,160,160,130,124,130,20,40,Close,90,80,320,,,,,,,,,,,
1620,CME_MINI:MNQ1!,5,30,-192,222,32.29,29.41,35.56,1.01,0.91,1.12,884.5,"191,850.00",96,51,45,0,0,0,0.31,-3.76,4.93,128.13,131.5,124.97,61.59,61.84,61.29,160,160,160,130,124,130,20,40,Close,100,80,320,,,,,,,,,,,
1840,CME_MINI:MNQ1!,5,127,-192,319,36.08,33.33,39.13,1.03,0.92,1.16,"1,179.00","191,850.00",97,51,46,0,0,0,1.31,-3.76,6.93,130.67,134.24,127.31,72.89,74.97,70.45,160,160,160,150,144,150,20,40,Close,80,120,320,,,,,,,,,,,
1950,CME_MINI:MNQ1!,5,-10,-192,182,35.42,33.33,37.78,1,0.92,1.09,"1,257.50","191,850.00",96,51,45,0,0,0,-0.1,-3.76,4.04,130.49,134.24,126.74,72.89,74.97,70.45,160,160,160,150,144,150,20,40,Close,90,120,320,,,,,,,,,,,
2060,CME_MINI:MNQ1!,5,-10,-192,182,35.42,33.33,37.78,1,0.92,1.09,"1,257.50","191,850.00",96,51,45,0,0,0,-0.1,-3.76,4.04,130.49,134.24,126.74,72.89,74.97,70.45,160,160,160,150,144,150,20,40,Close,100,120,320,,,,,,,,,,,
1296,CME_MINI:MNQ1!,5,276,-193.5,469.5,40,38.1,42.11,1.07,0.91,1.3,604,"191,850.00",80,42,38,0,0,0,3.45,-4.61,12.36,124.88,123.81,125.94,77.5,83.63,70.25,160,160,160,164,164,122,50,40,Close,110,160,260,,,,,,,,,,,
2047,CME_MINI:MNQ1!,5,-86.5,-193.5,107,37.14,36.36,38,0.98,0.93,1.05,"1,386.00","191,850.00",105,55,50,0,0,0,-0.82,-3.52,2.14,126.68,131.33,121.79,76.17,80.57,71.19,160,160,160,188,188,150,10,25,Close,100,120,320,,,,,,,,,,,
1503,CME_MINI:MNQ1!,5,742,-194.5,936.5,37.36,32.65,42.86,1.2,0.91,1.64,531,"191,850.00",91,49,42,0,0,0,8.15,-3.97,22.3,131.31,129.25,133.14,65.31,68.56,60.83,160.5,160,160.5,168,168,93.5,40,25,Close,90,80,320,,,,,,,,,,,
1613,CME_MINI:MNQ1!,5,742,-194.5,936.5,37.36,32.65,42.86,1.2,0.91,1.64,531,"191,850.00",91,49,42,0,0,0,8.15,-3.97,22.3,131.31,129.25,133.14,65.31,68.56,60.83,160.5,160,160.5,168,168,93.5,40,25,Close,100,80,320,,,,,,,,,,,
1723,CME_MINI:MNQ1!,5,742,-194.5,936.5,37.36,32.65,42.86,1.2,0.91,1.64,531,"191,850.00",91,49,42,0,0,0,8.15,-3.97,22.3,131.31,129.25,133.14,65.31,68.56,60.83,160.5,160,160.5,168,168,93.5,40,25,Close,110,80,320,,,,,,,,,,,
