Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
1,"CME_MINI:MES1!","15","-1,937.50","-1,073.75","-863.75","35.47","40.00","30.49","0.75","0.76","0.72","3,178.75","143,718.75",172,90,82,0,0,0,"-11.26","-11.93","-10.53","93.50","96.53","89.15","68.84","84.24","54.25","238.75","227.50","238.75","625.00","625.00","165.00",10,5,35,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
2,"CME_MINI:MES1!","15","-1,741.25","-965.00","-776.25","36.55","42.11","30.43","0.74","0.77","0.71","3,026.25","143,762.50",145,76,69,0,0,0,"-12.01","-12.70","-11.25","95.38","98.28","90.95","73.87","93.41","55.96","238.75","227.50","238.75","625.00","625.00","165.00",10,5,40,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
3,"CME_MINI:MES1!","15","-2,172.50","-1,420.00","-752.50","33.33","38.46","26.92","0.64","0.63","0.66","3,088.75","143,893.75",117,65,52,0,0,0,"-18.57","-21.85","-14.47","99.55","97.30","103.57","77.63","96.31","57.96","238.75","227.50","238.75","625.00","625.00","165.00",10,5,45,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
4,"CME_MINI:MES1!","15","-2,242.50","-1,661.25","-581.25","33.33","37.50","27.91","0.59","0.53","0.69","3,005.00","144,025.00",99,56,43,0,0,0,"-22.65","-29.67","-13.52","97.27","90.06","109.90","82.61","101.50","61.29","238.75","227.50","238.75","625.00","625.00","165.00",10,5,50,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
5,"CME_MINI:MES1!","15","-627.50","-408.75","-218.75","35.21","38.46","31.25","0.80","0.78","0.84","1,505.00","155,700.00",71,39,32,0,0,0,"-8.84","-10.48","-6.84","101.90","95.58","111.38","69.02","76.77","60.57","238.75","227.50","238.75","367.50","367.50","165.00",10,5,55,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
6,"CME_MINI:MES1!","15","-253.75","96.25","-350.00","39.29","48.48","26.09","0.90","1.07","0.68","1,347.50","169,245.00",56,33,23,0,0,0,"-4.53","2.92","-15.22","102.39","93.91","125.00","73.71","82.72","64.71","238.75","227.50","238.75","367.50","367.50","165.00",10,5,60,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
7,"CME_MINI:MES1!","15","-183.75","-81.25","-102.50","41.46","48.00","31.25","0.90","0.93","0.87","995.00","169,245.00",41,25,16,0,0,0,"-4.48","-3.25","-6.41","99.56","85.94","132.25","78.18","85.58","69.43","238.75","227.50","238.75","367.50","367.50","165.00",10,5,65,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
8,"CME_MINI:MES1!","15","40.00","65.00","-25.00","50.00","57.89","28.57","1.04","1.08","0.91","995.00","106,080.00",26,19,7,0,0,0,"1.54","3.42","-3.57","89.04","82.27","126.25","85.96","105.00","55.50","227.50","227.50","130.00","367.50","367.50","82.50",10,5,70,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
9,"CME_MINI:MES1!","15","56.25","130.00","-73.75","56.25","66.67","25.00","1.07","1.22","0.64","756.25","90,865.00",16,12,4,0,0,0,"3.52","10.83","-18.44","94.58","90.16","130.00","113.57","147.81","67.92","227.50","227.50","130.00","367.50","367.50","82.50",10,5,75,15,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
10,"CME_MINI:MES1!","15","-1,587.50","-1,175.00","-412.50","34.82","37.29","32.08","0.84","0.80","0.90","2,810.00","143,543.75",224,118,106,0,0,0,"-7.09","-9.96","-3.89","106.75","103.95","110.37","67.90","77.69","57.85","517.50","517.50","353.75","625.00","625.00","177.50",10,5,35,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
11,"CME_MINI:MES1!","15","-900.00","-885.00","-15.00","37.10","40.00","34.07","0.89","0.82","1.00","2,497.50","143,543.75",186,95,91,0,0,0,"-4.84","-9.32","-0.16","110.36","108.49","112.66","72.78","87.85","58.46","517.50","517.50","353.75","625.00","625.00","177.50",10,5,40,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
12,"CME_MINI:MES1!","15","-1,580.00","-1,618.75","38.75","34.90","36.71","32.86","0.79","0.65","1.01","2,490.00","143,981.25",149,79,70,0,0,0,"-10.60","-20.49","0.55","115.48","104.31","129.57","78.20","92.88","62.58","517.50","517.50","353.75","625.00","625.00","177.50",10,5,45,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
13,"CME_MINI:MES1!","15","-1,583.75","-1,633.75","50.00","34.92","35.82","33.90","0.76","0.60","1.02","2,502.50","144,025.00",126,67,59,0,0,0,"-12.57","-24.38","0.85","112.87","102.97","124.75","79.88","95.47","62.69","517.50","517.50","321.25","625.00","625.00","165.00",10,5,50,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
14,"CME_MINI:MES1!","15","312.50","-155.00","467.50","37.78","39.58","35.71","1.08","0.93","1.29","956.25","155,745.00",90,48,42,0,0,0,"3.47","-3.23","11.13","122.10","110.07","137.33","68.55","77.46","58.98","517.50","517.50","321.25","367.50","367.50","165.00",10,5,55,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
15,"CME_MINI:MES1!","15","833.75","647.50","186.25","44.12","51.28","34.48","1.31","1.43","1.15","822.50","169,245.00",68,39,29,0,0,0,"12.26","16.60","6.42","118.38","108.00","139.13","71.51","79.61","63.42","517.50","517.50","321.25","367.50","367.50","165.00",10,5,60,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
16,"CME_MINI:MES1!","15","146.25","-135.00","281.25","44.44","48.15","38.89","1.08","0.88","1.37","735.00","169,425.00",45,27,18,0,0,0,"3.25","-5.00","15.63","104.19","79.90","149.29","77.50","83.84","69.43","321.25","227.50","321.25","367.50","367.50","165.00",10,5,65,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
17,"CME_MINI:MES1!","15","102.50","65.00","37.50","51.85","57.89","37.50","1.09","1.08","1.14","995.00","106,377.50",27,19,8,0,0,0,"3.80","3.42","4.69","87.14","82.27","105.00","85.96","105.00","55.50","227.50","227.50","130.00","367.50","367.50","82.50",10,5,70,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
18,"CME_MINI:MES1!","15","56.25","130.00","-73.75","56.25","66.67","25.00","1.07","1.22","0.64","756.25","91,375.00",16,12,4,0,0,0,"3.52","10.83","-18.44","94.58","90.16","130.00","113.57","147.81","67.92","227.50","227.50","130.00","367.50","367.50","82.50",10,5,75,20,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
19,"CME_MINI:MES1!","15","-510.00","-438.75","-71.25","36.30","41.96","29.92","0.95","0.93","0.99","2,566.25","144,156.25",270,143,127,0,0,0,"-1.89","-3.07","-0.56","106.16","95.06","123.68","63.45","74.01","53.61","538.75","517.50","538.75","625.00","625.00","177.50",10,5,35,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
20,"CME_MINI:MES1!","15","291.25","-126.25","417.50","38.70","44.92","32.14","1.03","0.98","1.10","2,243.75","144,112.50",230,118,112,0,0,0,"1.27","-1.07","3.73","109.03","98.54","124.48","66.76","82.29","53.47","538.75","517.50","538.75","625.00","625.00","177.50",10,5,40,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
21,"CME_MINI:MES1!","15","-1,540.00","-1,285.00","-255.00","35.71","41.05","29.89","0.82","0.74","0.93","2,510.00","144,418.75",182,95,87,0,0,0,"-8.46","-13.53","-2.93","106.12","94.20","123.99","72.12","88.55","57.03","517.50","517.50","353.75","625.00","625.00","177.50",10,5,45,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
22,"CME_MINI:MES1!","15","-1,060.00","-1,022.50","-37.50","37.66","41.46","33.33","0.85","0.77","0.99","2,263.75","144,375.00",154,82,72,0,0,0,"-6.88","-12.47","-0.52","104.96","99.12","113.23","74.45","91.51","57.40","517.50","517.50","321.25","625.00","625.00","165.00",10,5,50,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
23,"CME_MINI:MES1!","15","797.50","287.50","510.00","41.67","45.61","37.25","1.19","1.12","1.29","856.25","156,105.00",108,57,51,0,0,0,"7.38","5.04","10.00","109.64","101.97","120.13","65.65","76.25","55.39","517.50","517.50","321.25","367.50","367.50","165.00",10,5,55,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
24,"CME_MINI:MES1!","15","1,245.00","1,045.00","200.00","47.50","56.82","36.11","1.43","1.68","1.15","722.50","169,650.00",80,44,36,0,0,0,"15.56","23.75","5.56","109.11","103.00","120.87","69.08","80.53","59.62","517.50","517.50","321.25","367.50","367.50","165.00",10,5,60,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
25,"CME_MINI:MES1!","15","136.25","-58.75","195.00","46.15","53.33","36.36","1.06","0.95","1.21","735.00","169,740.00",52,30,22,0,0,0,"2.62","-1.96","8.86","93.39","70.78","138.59","75.18","85.09","65.27","321.25","227.50","321.25","367.50","367.50","165.00",10,5,65,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
26,"CME_MINI:MES1!","15","-6.25","48.75","-55.00","48.48","56.52","30.00","1.00","1.05","0.85","995.00","106,590.00",33,23,10,0,0,0,"-0.19","2.12","-5.50","81.48","76.06","105.00","77.06","94.00","52.86","227.50","227.50","130.00","367.50","367.50","86.25",10,5,70,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
27,"CME_MINI:MES1!","15","135.00","208.75","-73.75","58.82","69.23","25.00","1.17","1.35","0.64","756.25","91,587.50",17,13,4,0,0,0,"7.94","16.06","-18.44","93.00","88.89","130.00","113.57","147.81","67.92","227.50","227.50","130.00","367.50","367.50","82.50",10,5,75,25,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
28,"CME_MINI:MES1!","15","-568.75","-932.50","363.75","35.76","39.41","31.51","0.96","0.87","1.07","2,696.25","144,243.75",316,170,146,0,0,0,"-1.80","-5.49","2.49","106.99","94.98","124.48","62.36","70.84","53.63","577.50","517.50","577.50","625.00","625.00","177.50",10,5,35,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
29,"CME_MINI:MES1!","15","710.00","-371.25","1,081.25","38.89","42.96","34.38","1.07","0.94","1.24","2,186.25","144,243.75",270,142,128,0,0,0,"2.63","-2.61","8.45","110.56","98.11","127.81","66.05","78.47","54.08","577.50","517.50","577.50","625.00","625.00","177.50",10,5,40,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
30,"CME_MINI:MES1!","15","-781.25","-1,180.00","398.75","36.70","41.03","31.68","0.92","0.79","1.10","2,293.75","144,506.25",218,117,101,0,0,0,"-3.58","-10.09","3.95","109.77","94.35","132.89","69.29","82.74","55.85","577.50","517.50","577.50","625.00","625.00","177.50",10,5,45,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
31,"CME_MINI:MES1!","15","-118.75","-880.00","761.25","39.25","41.58","36.47","0.99","0.83","1.25","2,121.25","144,550.00",186,101,85,0,0,0,"-0.64","-8.71","8.96","109.97","99.88","123.63","72.09","86.02","56.88","577.50","517.50","577.50","625.00","625.00","165.00",10,5,50,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
32,"CME_MINI:MES1!","15","1,713.75","282.50","1,431.25","42.64","43.48","41.67","1.37","1.10","1.76","852.50","156,330.00",129,69,60,0,0,0,"13.28","4.09","23.85","115.68","101.50","132.70","62.82","70.83","53.89","577.50","517.50","577.50","367.50","367.50","165.00",10,5,55,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
33,"CME_MINI:MES1!","15","2,315.00","1,236.25","1,078.75","49.47","55.77","41.86","1.72","1.71","1.74","718.75","169,875.00",95,52,43,0,0,0,"24.37","23.77","25.09","117.23","102.37","141.18","66.56","75.33","58.50","577.50","517.50","577.50","367.50","367.50","165.00",10,5,60,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
34,"CME_MINI:MES1!","15","1,341.25","210.00","1,131.25","50.79","53.85","45.83","1.58","1.15","2.25","716.25","169,830.00",63,39,24,0,0,0,"21.29","5.38","47.14","113.83","76.37","185.34","74.23","77.43","69.81","577.50","227.50","577.50","367.50","367.50","165.00",10,5,65,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
35,"CME_MINI:MES1!","15","985.00","110.00","875.00","51.22","53.57","46.15","1.68","1.10","3.36","670.00","106,717.50",41,28,13,0,0,0,"24.02","3.93","67.31","116.31","79.83","207.50","72.88","83.65","52.86","577.50","227.50","577.50","367.50","367.50","86.25",10,5,70,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
36,"CME_MINI:MES1!","15","651.25","310.00","341.25","62.50","64.71","57.14","1.72","1.44","2.67","756.25","91,587.50",24,17,7,0,0,0,"27.14","18.24","48.75","103.58","91.70","136.25","100.28","116.46","67.92","260.00","227.50","260.00","367.50","367.50","82.50",10,5,75,30,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
37,"CME_MINI:MES1!","15","-1,047.50","-1,003.75","-43.75","37.64","40.53","34.48","0.93","0.88","0.99","3,541.25","144,418.75",364,190,174,0,0,0,"-2.88","-5.28","-0.25","100.78","91.44","112.75","65.44","71.19","59.73","577.50","280.00","577.50","625.00","625.00","427.50",10,5,35,35,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
38,"CME_MINI:MES1!","15","-681.25","-653.75","-27.50","38.98","43.21","34.44","0.95","0.91","1.00","3,166.25","144,550.00",313,162,151,0,0,0,"-2.18","-4.04","-0.18","102.90","93.27","115.87","69.29","78.07","61.14","577.50","280.00","577.50","625.00","625.00","427.50",10,5,40,35,1,2,5,7,0,14,0,15,50,"false",7,20,"false","false","false","Normal"
